event_date,weather_condition,location,country,latitude,longitude,make,model,purpose_of_flight,broad_phase_of_flight,amateur_built,registration_number,engine_type1,injury_severity,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,people_on_board,pilot_type,no_of_engines1
 06/11/2009 ,vmc,"Morristown, AZ", United States , 34.018889 , -112.343611 ,robinson,r22,other work use,maneuvering,no, N149SH ,reciprocating,fatal(1),1,0,0,0,1,professional,1
 06/11/2009 ,imc,"Stringtown, OK", United States , 34.417500 , -96.050556 ,hiller,uh12,aerial application,takeoff,no, N34SD ,reciprocating,non-fatal,0,0,0,1,1,professional,1
 06/09/2009 ,imc,"Santa Fe, NM", United States , 35.837500 , -105.740555 ,agusta,aw109,public aircraft - state,maneuvering,no, N606SP ,turbine,fatal(2),2,1,0,0,3,professional,1
 06/05/2009 ,vmc,"Berlin, VT", United States , 44.203333 , -72.562222 ,amateur,amateur,personal,approach,yes, N162RY ,reciprocating,fatal(1),1,0,0,0,1,private,1
 06/05/2009 ,vmc,"San Marcos, TX", United States , 29.933611 , -97.868611 ,bell,47,aerial application,landing,no, N8420E ,reciprocating,non-fatal,0,1,0,0,1,professional,1
 06/04/2009 ,vmc,"Benson, AZ", United States , 31.999444 , -110.357778 ,hughes,oh6,public aircraft - federal,landing,no, N6641D ,turbine,non-fatal,0,0,0,2,2,professional,1
 06/02/2009 ,vmc,"Greenville, VA", United States , 37.994166 , -79.130834 ,hughes,369,external load,maneuvering,no, N8356F ,turbine,non-fatal,0,1,0,0,1,professional,1
 05/30/2009 ,vmc,"Kyle, TX", United States , 29.939444 , -97.808056 ,bell,47,aerial application,standing,no, N4823 ,reciprocating,non-fatal,0,1,0,0,1,professional,1
 05/30/2009 ,vmc,"Baltimore, OH", United States , 39.846389 , -82.607500 ,hughes,369,personal,unknown,no, N298SD ,turbine,non-fatal,0,0,0,2,2,private,1
 05/28/2009 ,unknown,"Dominican Republic, Dominican Republic", Dominican Republic , 18.620278 , -69.038889 ,enstrom,480b,unknown,unknown,no, N878EE ,turbine,fatal(1),1,0,0,0,1,unknown,1
 05/25/2009 ,vmc,"Ogden, UT", United States , 41.196666 , -112.013333 ,enstrom,280,personal,takeoff,no, N5699N ,reciprocating,non-fatal,0,0,0,2,2,private,1
 05/25/2009 ,vmc,"Meredith, NH", United States , 43.573056 , -71.417778 ,robinson,r44,personal,landing,no, N47GT ,reciprocating,non-fatal,0,0,0,4,4,private,1
 05/22/2009 ,vmc,"Rock Springs, AZ", United States , 34.042500 , -112.149444 ,amateur,amateur,personal,cruise,yes, N147MD ,reciprocating,fatal(2),2,0,0,0,2,private,1
 05/13/2009 ,vmc,"Richvale, CA", United States , 39.497500 , -121.771111 ,bell,uh1,positioning,takeoff,no, N843M ,turbine,non-fatal,0,1,0,0,1,professional,1
 05/12/2009 ,vmc,"Iliamna, AK", United States , 60.071111 , -156.721111 ,robinson,r44,public aircraft - state,takeoff,no, N7196H ,reciprocating,non-fatal,0,0,0,3,3,professional,1
 05/10/2009 ,unknown,"Malyshkino, Russia", Russia , 52.116667 , 104.983333 ,bell,407,unknown,unknown,no,,turbine,fatal(9),9,0,0,0,9,unknown,1
 05/10/2009 ,vmc,"Brookeland, TX", United States , 31.152500 , -93.989722 ,amateur,amateur,personal,maneuvering,yes, N602DB ,reciprocating,non-fatal,0,0,0,1,1,private,1
 05/07/2009 ,vmc,"Winter Haven, FL", United States , 28.083333 , -81.766667 ,robinson,r22,personal,approach,no, N456SH ,reciprocating,non-fatal,0,0,0,1,1,private,1
 05/04/2009 ,vmc,"High Island 138, GM", United States , 29.266389 , -94.250000 ,bell,407,positioning,approach,no, N164RL ,turbine,non-fatal,0,0,0,1,1,professional,1
 05/03/2009 ,vmc,"Cottonwood, AZ", United States , 34.776667 , -111.998333 ,robinson,r44,other work use,maneuvering,no, N441CB ,reciprocating,non-fatal,0,0,0,4,4,professional,1
 05/01/2009 ,vmc,"Santa Clarita, CA", United States , 34.466667 , -118.633333 ,md_helicopters,369,external load,maneuvering,no, N67FF ,turbine,non-fatal,0,0,0,1,1,professional,1
 04/30/2009 ,vmc,"New Braunfels, TX", United States , 29.702778 , -98.038611 ,robinson,r22,flight test,unknown,no, N7519V ,reciprocating,non-fatal,0,0,0,2,2,professional,1
 04/29/2009 ,vmc,"Arvin, CA", United States , 35.308611 , -118.837777 ,bell,oh58,aerial application,maneuvering,no, N175SJ ,turbine,non-fatal,0,0,0,1,1,professional,1
 04/29/2009 ,vmc,"Harlingen, TX", United States , 26.190000 , -97.689722 ,robinson,r22,personal,standing,no, N2560Q ,reciprocating,non-fatal,0,0,0,1,1,private,1
 04/23/2009 ,vmc,"Kent, TX", United States , 33.224167 , -100.568056 ,robinson,r44,personal,maneuvering,no, N518SJ ,reciprocating,non-fatal,0,0,0,4,4,private,1
 04/22/2009 ,vmc,"Las Vegas, NV", United States , 36.273334 , -115.369445 ,schweizer,269,instructional,approach,no, N17YS ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 04/20/2009 ,vmc,"Dacono, CO", United States , 40.010278 , -105.048055 ,enstrom,280,instructional,landing,no, N409LH ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 04/17/2009 ,vmc,"West Palm Beach, FL", United States , 26.676389 , -80.090555 ,bell,206,positioning,takeoff,no, N25PM ,turbine,non-fatal,0,0,0,1,1,professional,1
 04/16/2009 ,vmc,"Chandler, AZ", United States , 33.274445 , -111.804167 ,amateur,amateur,instructional,landing,yes, N333ST ,reciprocating,non-fatal,0,0,1,1,2,instructional,1
 04/12/2009 ,vmc,"Haines, AK", United States , 59.403611 , -136.419167 ,aerospatiale,as350,positioning,approach,no, N208CH ,turbine,non-fatal,0,1,0,0,1,professional,1
 04/08/2009 ,vmc,"Cubiri, Mexico", Mexico , 26.009444 , -109.103611 ,eurocopter,as350,other work use,unknown,no,,turbine,fatal(3),3,0,0,0,3,professional,1
 04/08/2009 ,vmc,"Gulf of Mexico, TX", United States , 28.542222 , -93.773611 ,bell,222,unknown,maneuvering,no, N309CH ,turbine,non-fatal,0,0,0,5,5,unknown,2
 04/07/2009 ,vmc,"Corvallis, OR", United States , 44.497222 , -123.289444 ,sikorsky,h54,instructional,standing,no, N719HT ,turbine,non-fatal,0,0,0,2,2,instructional,2
 04/05/2009 ,vmc,"Pacific Ocean, PO", United States ,26.0746111,-97.1611965,hughes,369,aerial observation,unknown,no, N2058X ,turbine,non-fatal,0,0,0,2,2,professional,1
 04/01/2009 ,vmc,"Kilshanchoe, Ireland", Ireland ,53.384728,-6.8928763,schweizer,269,instructional,unknown,no,,reciprocating,fatal(2),2,0,0,0,2,instructional,1
 03/30/2009 ,vmc,"Chandler, AZ", United States , 33.268889 , -111.811111 ,robinson,r22,instructional,maneuvering,no, N74815 ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 03/25/2009 ,unknown,"Kahramanmaras City, Turkey", Turkey ,37.5812744,36.927509,bell,206,unknown,unknown,no,,turbine,fatal(6),6,0,0,0,6,unknown,1
 03/24/2009 ,vmc,"Chowchilla, CA", United States , 37.125834 , -120.203611 ,robinson,r22,other work use,maneuvering,no, N139RJ ,reciprocating,non-fatal,0,1,0,0,1,professional,1
 03/21/2009 ,vmc,"Richmond, VA", United States , 37.408333 , -77.413333 ,robinson,r22,personal,unknown,no, N2360M ,reciprocating,non-fatal,0,0,2,0,2,private,1
 03/20/2009 ,vmc,"Sheridan, CA", United States , 38.984444 , -121.381667 ,amateur,amateur,positioning,cruise,yes, N35JB ,reciprocating,non-fatal,0,0,0,1,1,professional,1
 03/20/2009 ,vmc,"Prescott, AZ", United States , 34.699722 , -112.670834 ,robinson,r22,business,maneuvering,no, N90764 ,reciprocating,non-fatal,0,0,0,2,2,professional,1
 03/19/2009 ,vmc,"Wendover, UT", United States , 40.737222 , -113.892777 ,enstrom,280,instructional,unknown,no, N280AD ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 03/13/2009 ,vmc,"Douglas, AZ", United States , 31.754167 , -109.081945 ,robinson,r22,other work use,standing,no, N157SH ,reciprocating,non-fatal,0,0,0,1,1,professional,1
 03/13/2009 ,vmc,"Milliken, CO", United States , 40.325278 , -104.855556 ,bell,222,executive/corporate,unknown,no, N222LL ,turbine,non-fatal,0,0,0,2,2,professional,2
 03/12/2009 ,unknown,"St. John's, Newfoundland, Canada", Canada ,47.561701,-52.715149,sikorsky,s92,unknown,unknown,no,,turbine,fatal(17),17,1,0,0,18,unknown,1
 03/11/2009 ,vmc,"El Indio, TX", United States , 28.794444 , -100.458889 ,hughes,269,other work use,landing,no, N64731 ,reciprocating,non-fatal,0,2,0,0,2,professional,1
 03/10/2009 ,vmc,"Lee, MA", United States , 42.285000 , -73.238611 ,hughes,369,other work use,maneuvering,no, N369RT ,turbine,non-fatal,0,3,0,0,3,professional,1
 03/10/2009 ,vmc,"Midland, TX", United States , 32.033333 , -102.016667 ,robinson,r22,personal,unknown,no, N456PH ,reciprocating,non-fatal,0,0,0,1,1,private,1
 03/08/2009 ,vmc,"Long Beach, CA", United States , 33.733333 , -118.191666 ,eurocopter,as350,positioning,landing,no, N234AH ,turbine,non-fatal,0,0,0,1,1,professional,1
 03/08/2009 ,vmc,"Moundridge, KS", United States , 38.211389 , -97.565278 ,bell,206,positioning,unknown,no, N863H ,turbine,fatal(1),1,0,0,0,1,professional,1
 03/07/2009 ,vmc,"Trona, CA", United States , 36.216667 , -117.083889 ,md_helicopters,369,unknown,approach,no, N501EF ,turbine,non-fatal,0,0,3,0,3,unknown,1
 03/04/2009 ,vmc,"St. Maarten, Netherlands Antilles", Netherlands Antilles , 18.035555 , -63.101111 ,bell,206,other work use,unknown,no, N83086 ,turbine,non-fatal,0,0,0,3,3,professional,1
 03/02/2009 ,vmc,"Galliano, LA", United States , 29.437777 , -90.256667 ,bell,206,ferry,standing,no, N410RL ,turbine,non-fatal,0,0,0,1,1,professional,1
 02/28/2009 ,vmc,"Aguascalientes, Mexico", Mexico ,22.0000001,-102.5000001,bell,212,unknown,unknown,no,,turbine,non-fatal,0,0,10,0,10,unknown,2
 02/27/2009 ,vmc,"Lancaster, TX", United States , 32.579167 , -96.718889 ,bell,407,instructional,unknown,no, N2592T ,turbine,non-fatal,0,0,0,4,4,instructional,1
 02/25/2009 ,vmc,"O'Donnell, TX", United States , 32.920278 , -101.076111 ,robinson,r22,other work use,maneuvering,no, N387AC ,reciprocating,non-fatal,0,0,1,1,2,professional,1
 02/24/2009 ,vmc,"Moyock, NC", United States , 36.455556 , -76.206389 ,hughes,369,instructional,maneuvering,no, N5205C ,turbine,fatal(1),1,0,1,0,2,instructional,1
 02/22/2009 ,vmc,"Cave Creek, AZ", United States , 33.818056 , -111.897777 ,eurocopter,as350,positioning,landing,no, N353P ,turbine,non-fatal,0,0,0,3,3,professional,1
 02/19/2009 ,vmc,"San Clemente, CA", United States , 32.368611 , -117.554722 ,md_helicopters,600,public aircraft - federal,unknown,no, N608BP ,turbine,non-fatal,0,2,1,0,3,professional,1
 02/19/2009 ,vmc,"Tocumen, Panama", Panama , 9.066667 , -78.392500 ,robinson,r44,business,unknown,no,,reciprocating,fatal(3),3,0,0,0,3,professional,1
 02/18/2009 ,vmc,"North Sea, United Kingdom", United Kingdom ,53.8079229,-1.66053549632063,eurocopter,ec225,unknown,unknown,no,,turbine,non-fatal,0,0,0,18,18,unknown,1
 02/18/2009 ,vmc,"Encinitas, CA", United States , 33.024167 , -117.282223 ,robinson,r22,personal,landing,no, N588LE ,reciprocating,non-fatal,0,0,0,2,2,private,1
 02/15/2009 ,unknown,"Chanco, Chile", Chile ,-36.2951008,-72.6800516,bell,uh1,firefighting,unknown,no,,turbine,fatal(13),13,0,0,0,13,professional,1
 02/10/2009 ,unknown,"Budaors, Hungary", Hungary ,47.4600185,18.9541818,robinson,r44,other work use,unknown,no,,reciprocating,fatal(3),3,0,0,0,3,professional,1
 02/06/2009 ,vmc,"Cypress, TX", United States , 30.085833 , -95.599166 ,robinson,r22,instructional,unknown,no, N234LA ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 02/03/2009 ,vmc,"Sevierville, TN", United States , 35.857778 , -83.528611 ,robinson,r22,instructional,maneuvering,no, N7687H ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 02/01/2009 ,vmc,"Bountiful, UT", United States , 41.231667 , -111.805556 ,robinson,r44,personal,maneuvering,no, N944U ,reciprocating,non-fatal,0,0,1,3,4,private,1
 02/01/2009 ,vmc,"Lexington, KY", United States , 38.036389 , -84.605833 ,robinson,r22,personal,standing,no, N2620C ,reciprocating,non-fatal,0,0,0,1,1,private,1
 01/31/2009 ,vmc,"Fillmore, CA", United States , 34.398055 , -118.778056 ,robinson,r22,personal,maneuvering,no, N4160A ,reciprocating,fatal(1),1,0,0,0,1,private,1
 01/31/2009 ,vmc,"Cypress, TX", United States , 29.935277 , -95.639722 ,robinson,r22,instructional,maneuvering,no, N226AP ,reciprocating,non-fatal,0,0,0,4,4,instructional,1
 01/22/2009 ,vmc,"Monroe, NC", United States , 34.977500 , -80.564722 ,hughes,oh6,other work use,maneuvering,no, N4191A ,turbine,fatal(1),1,1,0,0,2,professional,1
 01/20/2009 ,vmc,"Atlanta, GA", United States , 33.466945 , -84.428056 ,md_helicopters,369,public aircraft - local,standing,no, N369PD ,turbine,non-fatal,0,0,0,1,1,professional,1
 01/14/2009 ,vmc,"Cement, OK", United States , 34.925834 , -98.135000 ,brantly,b2,personal,landing,no, N2252U ,reciprocating,non-fatal,0,0,1,0,1,private,1
 01/12/2009 ,vmc,"Vermillion 229, GM", United States , 28.666667 , -92.458333 ,eurocopter,as350,unknown,takeoff,no, N193EH ,turbine,non-fatal,0,0,0,1,1,unknown,1
 01/08/2009 ,vmc,"West Valley City, UT", United States , 40.630834 , -112.056667 ,robinson,r44,instructional,cruise,no, N168SH ,reciprocating,non-fatal,0,2,0,0,2,instructional,1
 01/05/2009 ,vmc,"Honolulu, HI", United States , 21.327500 , -157.753333 ,eurocopter,as350,unknown,approach,no, N141MK ,turbine,non-fatal,0,0,0,2,2,unknown,1
 01/04/2009 ,vmc,"Morgan City, LA", United States , 39.522223 , -91.067500 ,sikorsky,s76,unknown,unknown,no, N748P ,turbine,fatal(8),8,1,0,0,9,unknown,2
 01/02/2009 ,unknown,"Molesmes, France", France , 47.600000 , 3.433333 ,eurocopter,ec135,unknown,unknown,no,,turbine,fatal(1),1,0,0,0,1,unknown,2
 12/31/2008 ,vmc,"Panama City, FL", United States , 30.109722 , -85.713889 ,schweizer,269,other work use,approach,no, N36254 ,reciprocating,non-fatal,0,0,0,3,3,professional,1
 12/30/2008 ,vmc,"Houston, TX", United States , 30.056944 , -95.551667 ,amateur,amateur,personal,maneuvering,yes, N555CX ,reciprocating,non-fatal,0,0,0,1,1,private,1
 12/28/2008 ,vmc,Honiara, Solomon Islands , -9.243889 , 154.845277 ,hughes,369,other work use,takeoff,no, N104BN ,turbine,fatal(1),1,1,0,0,2,professional,1
 12/25/2008 ,vmc,"Salters, SC", United States , 33.502222 , -79.942500 ,amateur,amateur,personal,maneuvering,yes, N75EW ,reciprocating,non-fatal,0,0,2,0,2,private,1
 12/22/2008 ,vmc,"Bow, NH", United States , 43.147500 , -71.518056 ,bell,407,positioning,cruise,no, N407GB ,turbine,non-fatal,0,1,0,0,1,professional,1
 12/17/2008 ,vmc,"Santa Clarita, CA", United States , 34.476667 , -118.460278 ,kaman,k1200,positioning,standing,no, N267KA ,turbine,fatal(1),1,0,0,1,2,professional,1
 12/15/2008 ,vmc,"Osceola County, FL", United States , 28.284722 , -81.288889 ,bell,oh58,aerial application,maneuvering,no, N659HA ,turbine,non-fatal,0,0,0,1,1,professional,1
 12/11/2008 ,imc,"Sabine Pass, TX", United States , 29.655000 , -93.948333 ,bell,206,unknown,unknown,no, N180AL ,turbine,fatal(5),5,0,0,0,5,unknown,1
 11/25/2008 ,vmc,"Fillmore, UT", United States , 38.958056 , -112.363056 ,hughes,369,business,unknown,no, N9154F ,turbine,non-fatal,0,0,0,1,1,professional,1
 11/24/2008 ,vmc,"Vetas, Colombia", Colombia , 7.305278 , -72.868056 ,bell,206,business,unknown,no,,turbine,fatal(3),3,0,0,0,3,professional,1
 11/20/2008 ,vmc,"Cedar Hill, TX", United States , 32.550000 , -96.966667 ,brantly,b2,personal,landing,no, N2180U ,reciprocating,non-fatal,0,0,0,2,2,private,1
 11/19/2008 ,unknown,"Murray Bridge, Australia", Australia , -34.990833 , 139.255556 ,md_helicopters,369,other work use,unknown,no,,turbine,fatal(1),1,1,1,0,3,professional,1
 11/19/2008 ,vmc,"Erie, CO", United States , 40.010000 , -105.047777 ,robinson,r22,instructional,landing,no, N221DS ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 11/18/2008 ,unknown,"Saint Marc, Haiti", Haiti ,19.1020269,-72.699511,robinson,r44,unknown,unknown,no, N72BS ,reciprocating,fatal(1),1,0,0,0,1,unknown,1
 11/17/2008 ,vmc,"Camas, WA", United States , 45.627778 , -122.404444 ,brantly,b2,instructional,takeoff,no, N2274U ,reciprocating,non-fatal,0,0,2,0,2,instructional,1
 11/16/2008 ,vmc,"Lingen, Germany", Germany , 52.455556 , 7.184722 ,amateur,amateur,unknown,unknown,yes,,reciprocating,fatal(1),1,0,0,0,1,unknown,1
 11/16/2008 ,vmc,"Quitman, AR", United States , 35.085555 , -92.453889 ,bell,oh58,public aircraft - state,maneuvering,no, N153GF ,turbine,fatal(1),1,0,0,1,2,professional,1
 11/12/2008 ,vmc,"San Juan, PR", United States , 18.453889 , -66.092222 ,robinson,r44,personal,maneuvering,no, N452JM ,reciprocating,non-fatal,0,1,1,0,2,private,1
 11/11/2008 ,vmc,"Boynton Beach, FL", United States , 26.548889 , -80.072500 ,bell,206,aerial observation,cruise,no, N281CB ,turbine,non-fatal,0,0,2,0,2,professional,1
 11/09/2008 ,vmc,"Middletown, DE", United States , 39.521111 , -75.720834 ,amateur,amateur,personal,standing,yes, N103DE ,reciprocating,non-fatal,0,0,0,1,1,private,1
 11/04/2008 ,vmc,"West Chester, PA", United States , 39.990000 , -75.581667 ,amateur,amateur,personal,maneuvering,yes, N8286D ,reciprocating,non-fatal,0,0,1,0,1,private,1
 11/02/2008 ,vmc,"Gallatin, TN", United States , 36.336389 , -86.438055 ,robinson,r44,instructional,approach,no, N300FX ,reciprocating,fatal(1),1,0,0,0,1,instructional,1
 10/30/2008 ,vmc,"Powder  River, WY", United States , 43.035555 , -107.081111 ,hiller,uh12,aerial observation,maneuvering,no, N61436 ,reciprocating,non-fatal,0,0,1,1,2,professional,1
 10/30/2008 ,vmc,"Carroll Township, PA", United States , 40.186666 , -79.924167 ,hughes,369,other work use,maneuvering,no, N606AS ,turbine,non-fatal,0,1,0,0,1,professional,1
 10/22/2008 ,vmc,"Temecula, CA", United States , 33.448055 , -117.023334 ,robinson,r22,instructional,landing,no, N8356R ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 10/16/2008 ,vmc,"New York, NY", United States , 40.754444 , -74.006944 ,sikorsky,s76,executive/corporate,maneuvering,no, N552J ,turbine,non-fatal,0,0,0,6,6,professional,2
 10/16/2008 ,imc,"Dryden, NY", United States , 42.418334 , -76.387777 ,robinson,r22,personal,unknown,no, N943MH ,reciprocating,fatal(1),1,0,0,0,1,private,1
 10/15/2008 ,vmc,"Aurora, IL", United States , 41.769445 , -88.245555 ,bell,222,unknown,unknown,no, N992AA ,turbine,fatal(4),4,0,0,0,4,unknown,2
 10/13/2008 ,vmc,"Sedona, AZ", United States , 34.905556 , -111.874445 ,bell,407,public aircraft - state,standing,no, N42AZ ,turbine,fatal(1),1,0,0,3,4,professional,1
 10/13/2008 ,vmc,"Conroe, TX", United States , 24.877500 , -90.437222 ,bell,206,aerial observation,maneuvering,no, N6ZV ,turbine,fatal(2),2,0,0,0,2,professional,1
 10/11/2008 ,vmc,"Florence, AZ", United States , 32.988333 , -111.341111 ,bell,47,personal,landing,no, N8567F ,reciprocating,non-fatal,0,0,0,3,3,private,1
 10/10/2008 ,vmc,"Cougar, WA", United States , 46.042222 , -122.419723 ,bell,206,external load,maneuvering,no, N206CH ,turbine,non-fatal,0,1,0,0,1,professional,1
 10/10/2008 ,vmc,"Rutland, SD", United States , 44.093889 , -96.967223 ,amateur,amateur,personal,unknown,yes, N162NJ ,reciprocating,non-fatal,0,0,1,1,2,private,1
 10/01/2008 ,vmc,"Blaine, WA", United States , 48.990000 , -122.732223 ,eurocopter,as350,public aircraft,landing,no, N172AE ,turbine,non-fatal,0,0,0,2,2,professional,1
 10/01/2008 ,vmc,"Yoro, Honduras", Honduras , 15.350556 , -87.126667 ,robinson,r44,unknown,unknown,no,,reciprocating,non-fatal,0,1,3,0,4,unknown,1
 09/28/2008 ,vmc,"Kenai, AK", United States , 60.903056 , -151.368611 ,eurocopter,as350,positioning,landing,no, N352EV ,turbine,non-fatal,0,0,0,1,1,professional,1
 09/27/2008 ,vmc,"Jelm, WY", United States , 41.074723 , -105.916667 ,bell,206,personal,maneuvering,no, N59611 ,turbine,non-fatal,0,1,0,0,1,private,1
 09/27/2008 ,imc,"District Heights, MD", United States , 38.870834 , -76.876667 ,aerospatiale,as365,public aircraft - state,approach,no, N92MD ,turbine,fatal(4),4,1,0,0,5,professional,2
 09/25/2008 ,vmc,"Titusville, FL", United States , 28.533333 , -80.900000 ,schweizer,269,instructional,landing,no, N1901M ,reciprocating,non-fatal,0,0,1,1,2,instructional,1
 09/25/2008 ,vmc,"Douglas Camp, Papua New Guinea", Papua New Guinea , -7.000000 , 142.000000 ,bell,206,external load,maneuvering,no,,turbine,fatal(1),1,0,0,0,1,professional,1
 09/25/2008 ,vmc,"Talbot Bay, Australia", Australia , -16.373056 , 123.966667 ,bell,407,unknown,unknown,no,,turbine,non-fatal,0,0,2,5,7,unknown,1
 09/25/2008 ,vmc,"Homer, AK", United States , 59.879167 , -150.978056 ,bell,206,unknown,takeoff,no, N305MH ,turbine,non-fatal,0,1,0,0,1,unknown,1
 09/24/2008 ,vmc,"Flagstaff, AZ", United States , 35.138333 , -111.671111 ,robinson,r22,personal,takeoff,no, N926EL ,reciprocating,non-fatal,0,0,0,1,1,private,1
 09/21/2008 ,imc,"Kenosha, WI", United States , 42.621667 , -87.959722 ,robinson,r44,personal,cruise,no, N999ZD ,reciprocating,fatal(2),2,0,0,0,2,private,1
 09/19/2008 ,vmc,"Linden, NJ", United States , 40.617223 , -74.244444 ,eurocopter,as350,instructional,landing,no, N906BA ,turbine,non-fatal,0,0,0,2,2,instructional,1
 09/16/2008 ,vmc,"Naruna, VA", United States , 37.071111 , -79.006111 ,hiller,uh12,aerial application,maneuvering,no, N3324F ,reciprocating,non-fatal,0,0,0,1,1,professional,1
